,duration,srcIp,srcPort,dstIp,dstPort,service,srcBytes,dstBytes,flag,land,urgent,ja3,ja3Ver,ja3Cipher,ja3Extension,ja3Ec,ja3Ecpf,blacklisted
0,1.151351000,172.17.8.174,49668,172.17.8.8,389,6,2806,3411,1,0,0,0,0,[],[],[],[],0
1,182.738193000,172.17.8.174,49671,172.17.8.8,445,6,23202,21317,1,0,0,0,0,[],[],[],[],0
2,57.704007000,172.17.8.174,49672,172.17.8.8,135,6,1816,1946,0,0,0,0,0,[],[],[],[],0
3,27.638179000,172.17.8.174,49673,172.17.8.8,49670,6,2646,1914,0,0,0,0,0,[],[],[],[],0
4,0.398116000,172.17.8.174,49674,172.17.8.8,389,6,4829,5166,2,0,0,0,0,[],[],[],[],0
5,0.001252000,172.17.8.174,49675,172.17.8.8,88,6,476,460,1,0,0,0,0,[],[],[],[],0
6,0.001112000,172.17.8.174,49676,172.17.8.8,88,6,476,460,1,0,0,0,0,[],[],[],[],0
7,0.002992000,172.17.8.174,49677,172.17.8.8,88,6,610,1949,1,0,0,0,0,[],[],[],[],0
8,0.002743000,172.17.8.174,49678,172.17.8.8,88,6,422,460,1,0,0,0,0,[],[],[],[],0
9,0.002330000,172.17.8.174,49679,172.17.8.8,88,6,610,1949,1,0,0,0,0,[],[],[],[],0
10,0.003010000,172.17.8.174,49680,172.17.8.8,88,6,610,1949,1,0,0,0,0,[],[],[],[],0
11,0.001827000,172.17.8.174,49681,172.17.8.8,88,6,2062,2045,1,0,0,0,0,[],[],[],[],0
12,0.001882000,172.17.8.174,49682,172.17.8.8,88,6,2062,2045,1,0,0,0,0,[],[],[],[],0
13,0.001769000,172.17.8.174,49683,172.17.8.8,88,6,2044,2025,1,0,0,0,0,[],[],[],[],0
14,0.001815000,172.17.8.174,49684,172.17.8.8,88,6,1837,1866,1,0,0,0,0,[],[],[],[],0
15,57.606710000,172.17.8.174,49685,172.17.8.8,49670,6,13992,6410,0,0,0,0,0,[],[],[],[],0
16,0.002378000,172.17.8.174,49686,172.17.8.8,389,6,174,174,1,0,0,0,0,[],[],[],[],0
17,0.007215000,172.17.8.174,49687,172.17.8.8,389,6,174,174,1,0,0,0,0,[],[],[],[],0
18,0.005151000,172.17.8.174,49688,172.17.8.8,389,6,174,174,1,0,0,0,0,[],[],[],[],0
19,0.004175000,172.17.8.174,49689,172.17.8.8,389,6,174,174,1,0,0,0,0,[],[],[],[],0
20,0.247425000,172.17.8.174,49691,172.17.8.8,389,6,3676,5199,1,0,0,0,0,[],[],[],[],0
21,0.001986000,172.17.8.174,49692,172.17.8.8,88,6,2022,1981,1,0,0,0,0,[],[],[],[],0
22,0.201543000,172.17.8.174,49693,172.17.8.8,389,6,2864,910,2,0,0,0,0,[],[],[],[],0
23,0.001421000,172.17.8.174,49694,172.17.8.8,88,6,2062,2045,1,0,0,0,0,[],[],[],[],0
24,0.001355000,172.17.8.174,49695,172.17.8.8,88,6,1837,1866,1,0,0,0,0,[],[],[],[],0
25,0.039515000,172.17.8.174,49697,172.17.8.8,135,6,898,872,1,0,0,0,0,[],[],[],[],0
26,0.036089000,172.17.8.174,49698,172.17.8.8,49670,6,4356,2421,1,0,0,0,0,[],[],[],[],0
27,0.009911000,172.17.8.174,49699,172.17.8.8,389,6,3431,4061,2,0,0,0,0,[],[],[],[],0
28,0.004002000,172.17.8.174,49700,172.17.8.8,389,6,2831,4075,2,0,0,0,0,[],[],[],[],0
