,duration,srcIp,srcPort,dstIp,dstPort,service,srcBytes,dstBytes,flag,land,urgent,ja3,ja3Ver,ja3Cipher,ja3Extension,ja3Ec,ja3Ecpf,blacklisted
0,240.159644000,172.16.3.111,49422,172.217.2.163,80,6,504,355,0,0,0,0,0,[],[],[],[],0
1,241.014344000,172.16.3.111,49588,172.217.15.196,443,6,1051,3305,1,0,0,d8c87b9bfde38897979e41242626c2f3,771,49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,65281-0-23-35-13-5-16-11-10-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,29-23-24-0-0-0,0-0,0
2,0.502010000,172.16.3.111,47526,108.177.111.188,5228,6,1449,4486,0,0,0,4a1001266a2ad9ff1758784c0db5b813,771,49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-23-65281-10-11-35-5-13-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,29-23-24-0-0-0,0-0,0
3,15.466626000,172.16.3.111,48926,172.217.2.170,443,6,2697,9060,0,0,0,0,0,[],[],[],[],0
4,15.368152000,172.16.3.111,39244,198.185.159.144,80,6,12553,45403,0,0,0,0,0,[],[],[],[],0
5,15.361296000,172.16.3.111,39245,198.185.159.144,80,6,4602,1961,0,0,0,0,0,[],[],[],[],0
6,15.024909000,172.16.3.111,49675,104.76.109.16,80,6,1567,8562,0,0,0,0,0,[],[],[],[],0
7,15.034085000,172.16.3.111,38447,172.217.1.10,80,6,884,1373,0,0,0,0,0,[],[],[],[],0
8,15.003946000,172.16.3.111,38850,151.101.0.238,80,6,3868,61536,0,0,0,0,0,[],[],[],[],0
9,15.003403000,172.16.3.111,38851,151.101.0.238,80,6,4485,74508,0,0,0,0,0,[],[],[],[],0
10,14.938301000,172.16.3.111,38852,151.101.0.238,80,6,15156,441292,0,0,0,0,0,[],[],[],[],0
11,14.937296000,172.16.3.111,38853,151.101.0.238,80,6,13112,358471,0,0,0,0,0,[],[],[],[],0
12,14.937126000,172.16.3.111,38854,151.101.0.238,80,6,1645,5873,0,0,0,0,0,[],[],[],[],0
13,14.936353000,172.16.3.111,38855,151.101.0.238,80,6,1433,12155,0,0,0,0,0,[],[],[],[],0
14,14.682606000,172.16.3.111,47280,172.217.1.163,80,6,1428,11758,0,0,0,0,0,[],[],[],[],0
15,14.398571000,172.16.3.111,43024,172.217.2.163,443,6,2198,5993,0,0,0,0,0,[],[],[],[],0
16,11.206811000,172.16.3.111,38332,104.76.109.16,443,6,8706,161225,2,0,0,0,0,[],[],[],[],0
17,0.306530000,172.16.3.111,38333,104.76.109.16,443,6,1551,5215,4,0,0,0,0,[],[],[],[],0
18,0.302916000,172.16.3.111,38334,104.76.109.16,443,6,1551,5215,4,0,0,0,0,[],[],[],[],0
19,0.297804000,172.16.3.111,38335,104.76.109.16,443,6,1491,5149,3,0,0,0,0,[],[],[],[],0
20,11.165693000,172.16.3.111,48156,172.217.8.14,443,6,3173,24691,0,0,0,0,0,[],[],[],[],0
21,0.306534000,172.16.3.111,38677,35.153.36.84,80,6,1729,23635,0,0,0,0,0,[],[],[],[],0
22,1.734924000,172.16.3.111,38678,35.153.36.84,80,6,947,507,0,0,0,0,0,[],[],[],[],0
23,0,64.74.101.75,80,172.16.3.122,49360,6,54,0,1,0,0,0,0,[],[],[],[],0
24,10.627956000,172.16.3.111,39264,198.185.159.144,80,6,272,140,0,0,0,0,0,[],[],[],[],0
25,9.995959000,172.16.3.111,38867,151.101.0.238,80,6,10840,426300,0,0,0,0,0,[],[],[],[],0
