,duration,srcIp,srcPort,dstIp,dstPort,service,srcBytes,dstBytes,flag,land,urgent,ja3,ja3Ver,ja3Cipher,ja3Extension,ja3Ec,ja3Ecpf,blacklisted
0,0.064792000,10.1.21.101,49671,10.1.21.2,389,6,2765,3357,1,0,0,0,0,[],[],[],[],0
1,0.002930000,10.1.21.101,49672,10.1.21.2,88,6,476,460,1,0,0,0,0,[],[],[],[],0
2,0.003867000,10.1.21.101,49673,10.1.21.2,88,6,610,1949,1,0,0,0,0,[],[],[],[],0
3,0.003323000,10.1.21.101,49674,10.1.21.2,88,6,2062,2039,1,0,0,0,0,[],[],[],[],0
4,56.040260000,10.1.21.101,49675,10.1.21.2,135,6,1306,1884,0,0,0,0,0,[],[],[],[],0
5,56.036510000,10.1.21.101,49676,10.1.21.2,49667,6,7532,4236,0,0,0,0,0,[],[],[],[],0
6,0.003571000,10.1.21.101,49677,10.1.21.2,88,6,476,460,1,0,0,0,0,[],[],[],[],0
7,0.003657000,10.1.21.101,49678,10.1.21.2,88,6,610,1949,1,0,0,0,0,[],[],[],[],0
8,0.003671000,10.1.21.101,49679,10.1.21.2,88,6,2062,2039,1,0,0,0,0,[],[],[],[],0
9,182.984968000,10.1.21.101,49680,10.1.21.2,445,6,23524,22609,1,0,0,0,0,[],[],[],[],0
10,0.003192000,10.1.21.101,49681,10.1.21.2,88,6,2044,2019,1,0,0,0,0,[],[],[],[],0
11,0.005520000,10.1.21.101,49682,10.1.21.2,88,6,1837,1828,1,0,0,0,0,[],[],[],[],0
12,0.417657000,10.1.21.101,49684,10.1.21.2,389,6,3821,7305,1,0,0,0,0,[],[],[],[],0
13,0.004273000,10.1.21.101,49685,10.1.21.2,88,6,2022,1973,1,0,0,0,0,[],[],[],[],0
14,0.186523000,10.1.21.101,49686,10.1.21.2,389,6,2877,1116,2,0,0,0,0,[],[],[],[],0
15,0.004211000,10.1.21.101,49687,10.1.21.2,88,6,2062,2039,1,0,0,0,0,[],[],[],[],0
16,0.006300000,10.1.21.101,49688,10.1.21.2,88,6,1837,1828,1,0,0,0,0,[],[],[],[],0
17,0.199743000,10.1.21.101,49689,10.1.21.2,135,6,898,906,1,0,0,0,0,[],[],[],[],0
18,0.195774000,10.1.21.101,49690,10.1.21.2,49667,6,4368,2614,1,0,0,0,0,[],[],[],[],0
19,0.017413000,10.1.21.101,49691,10.1.21.2,389,6,3443,4060,1,0,0,0,0,[],[],[],[],0
20,0.006685000,10.1.21.101,49692,10.1.21.2,389,6,2843,4074,1,0,0,0,0,[],[],[],[],0
21,19.304235000,10.1.21.101,49693,10.1.21.2,49675,6,2646,3000,0,0,0,0,0,[],[],[],[],0
22,0.030522000,10.1.21.101,49694,10.1.21.2,389,6,3922,4418,1,0,0,0,0,[],[],[],[],0
23,0.002594000,10.1.21.101,49695,10.1.21.2,88,6,477,478,1,0,0,0,0,[],[],[],[],0
24,0.003562000,10.1.21.101,49696,10.1.21.2,88,6,611,1949,1,0,0,0,0,[],[],[],[],0
25,0.006029000,10.1.21.101,49697,10.1.21.2,88,6,1988,1945,1,0,0,0,0,[],[],[],[],0
26,109.985873000,10.1.21.101,49698,52.114.158.53,443,6,3994,7713,0,0,0,a0e9f5d64349fb13191bc781f81f42e1,771,49196-49195-49200-49199-49188-49187-49192-49191-49162-49161-49172-49171-157-156-61-60-53-47-10-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-5-10-11-13-35-23-65281-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,29-23-24-0-0-0,0-0,0
27,0.002700000,10.1.21.101,49699,10.1.21.2,88,6,465,429,1,0,0,0,0,[],[],[],[],0
28,0.021754000,10.1.21.101,49700,10.1.21.2,88,6,599,1928,1,0,0,0,0,[],[],[],[],0
29,0.005525000,10.1.21.101,49701,10.1.21.2,88,6,1891,1915,1,0,0,0,0,[],[],[],[],0
30,0.004118000,10.1.21.101,49702,10.1.21.2,88,6,2064,2041,1,0,0,0,0,[],[],[],[],0
31,15.274443000,10.1.21.101,49703,10.1.21.2,445,6,7091,7648,1,0,0,0,0,[],[],[],[],0
32,0.003293000,10.1.21.101,49704,10.1.21.2,88,6,1976,388,1,0,0,0,0,[],[],[],[],0
33,49327.836938000,10.1.21.101,49705,10.1.21.2,445,6,67159,66349,0,0,0,0,0,[],[],[],[],0
34,0.004258000,10.1.21.101,49706,10.1.21.2,88,6,2029,1985,1,0,0,0,0,[],[],[],[],0
35,0.005612000,10.1.21.101,49707,10.1.21.2,88,6,1839,1830,1,0,0,0,0,[],[],[],[],0
36,0.349732000,10.1.21.101,49708,10.1.21.2,389,6,3282,1252,2,0,0,0,0,[],[],[],[],0
37,0.330501000,10.1.21.101,49709,10.1.21.2,389,6,2903,1116,2,0,0,0,0,[],[],[],[],0
