,duration,srcIp,srcPort,dstIp,dstPort,service,srcBytes,dstBytes,flag,land,urgent,ja3,ja3Ver,ja3Cipher,ja3Extension,ja3Ec,ja3Ecpf,blacklisted
0,0.030249000,10.2.8.101,49672,10.2.8.2,389,6,2797,3392,2,0,0,0,0,[],[],[],[],0
1,0.001327000,10.2.8.101,49673,10.2.8.2,88,6,474,456,1,0,0,0,0,[],[],[],[],0
2,0.001205000,10.2.8.101,49674,10.2.8.2,88,6,608,1933,1,0,0,0,0,[],[],[],[],0
3,0.002809000,10.2.8.101,49675,10.2.8.2,88,6,2046,2021,1,0,0,0,0,[],[],[],[],0
4,56.169334000,10.2.8.101,49676,10.2.8.2,135,6,1306,1884,0,0,0,0,0,[],[],[],[],0
5,56.157085000,10.2.8.101,49677,10.2.8.2,49667,6,7455,4172,0,0,0,0,0,[],[],[],[],0
6,0.000718000,10.2.8.101,49678,10.2.8.2,88,6,474,456,1,0,0,0,0,[],[],[],[],0
7,0.001281000,10.2.8.101,49679,10.2.8.2,88,6,608,1933,1,0,0,0,0,[],[],[],[],0
8,0.001865000,10.2.8.101,49680,10.2.8.2,88,6,2046,2021,1,0,0,0,0,[],[],[],[],0
9,182.555062000,10.2.8.101,49681,10.2.8.2,445,6,46992,47759,1,0,0,0,0,[],[],[],[],0
10,0.001346000,10.2.8.101,49682,10.2.8.2,88,6,2029,2003,1,0,0,0,0,[],[],[],[],0
11,0.000985000,10.2.8.101,49683,10.2.8.2,88,6,1823,1814,1,0,0,0,0,[],[],[],[],0
12,0.526706000,10.2.8.101,49684,10.2.8.2,389,6,3849,7318,1,0,0,0,0,[],[],[],[],0
13,0.001466000,10.2.8.101,49685,10.2.8.2,88,6,2009,1961,1,0,0,0,0,[],[],[],[],0
14,0.061607000,10.2.8.101,49686,10.2.8.2,389,6,2842,908,2,0,0,0,0,[],[],[],[],0
15,0.001627000,10.2.8.101,49687,10.2.8.2,88,6,2046,2021,1,0,0,0,0,[],[],[],[],0
16,0.000641000,10.2.8.101,49688,10.2.8.2,88,6,1823,1814,1,0,0,0,0,[],[],[],[],0
17,0.099637000,10.2.8.101,49689,10.2.8.2,135,6,898,906,1,0,0,0,0,[],[],[],[],0
18,0.097158000,10.2.8.101,49690,10.2.8.2,49667,6,4347,2583,1,0,0,0,0,[],[],[],[],0
19,0.019761000,10.2.8.101,49691,10.2.8.2,389,6,3419,4039,2,0,0,0,0,[],[],[],[],0
20,0.004067000,10.2.8.101,49692,10.2.8.2,389,6,2819,4054,2,0,0,0,0,[],[],[],[],0
21,0.354465000,10.2.8.101,49693,10.2.8.2,389,6,3259,3618,1,0,0,0,0,[],[],[],[],0
22,0.333144000,10.2.8.101,49694,10.2.8.2,389,6,2854,1113,1,0,0,0,0,[],[],[],[],0
23,19.372969000,10.2.8.101,49695,10.2.8.2,49671,6,2628,2968,0,0,0,0,0,[],[],[],[],0
24,110.013864000,10.2.8.101,49696,52.114.132.23,443,6,6572,8320,0,0,0,a0e9f5d64349fb13191bc781f81f42e1,771,49196-49195-49200-49199-49188-49187-49192-49191-49162-49161-49172-49171-157-156-61-60-53-47-10-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-5-10-11-13-35-23-65281-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,29-23-24-0-0-0,0-0,0
25,0.031349000,10.2.8.101,49697,10.2.8.2,389,6,3896,4394,2,0,0,0,0,[],[],[],[],0
26,0.011545000,10.2.8.101,49698,10.2.8.2,389,6,3559,814,1,0,0,0,0,[],[],[],[],0
27,0.000974000,10.2.8.101,49699,10.2.8.2,88,6,475,474,1,0,0,0,0,[],[],[],[],0
28,0.000870000,10.2.8.101,49700,10.2.8.2,88,6,609,1933,1,0,0,0,0,[],[],[],[],0
29,0.000939000,10.2.8.101,49701,10.2.8.2,88,6,1975,1933,1,0,0,0,0,[],[],[],[],0
30,0.000879000,10.2.8.101,49702,10.2.8.2,88,6,459,422,1,0,0,0,0,[],[],[],[],0
31,0.002617000,10.2.8.101,49703,10.2.8.2,88,6,539,389,1,0,0,0,0,[],[],[],[],0
32,0.001442000,10.2.8.101,49704,10.2.8.2,88,6,459,422,1,0,0,0,0,[],[],[],[],0
33,0.001727000,10.2.8.101,49705,10.2.8.2,88,6,593,1877,1,0,0,0,0,[],[],[],[],0
34,0.017434000,10.2.8.101,49706,10.2.8.2,88,6,1844,1869,1,0,0,0,0,[],[],[],[],0
35,0.001315000,10.2.8.101,49707,10.2.8.2,88,6,2016,1991,1,0,0,0,0,[],[],[],[],0
