,duration,srcIp,srcPort,dstIp,dstPort,service,srcBytes,dstBytes,flag,land,urgent,ja3,ja3Ver,ja3Cipher,ja3Extension,ja3Ec,ja3Ecpf,blacklisted
0,0.092657000,10.0.2.15,49156,161.69.12.13,80,6,228,166,0,0,0,0,0,[],[],[],[],0
1,0.161257000,10.0.2.15,49157,161.69.12.13,80,6,228,166,0,0,0,0,0,[],[],[],[],0
2,9.022531000,10.0.2.15,49158,172.217.23.238,443,6,194,0,0,0,0,0,0,[],[],[],[],0
3,0.276322000,10.0.2.15,49162,23.64.15.11,80,6,433,577,0,0,0,0,0,[],[],[],[],0
4,13.532293000,10.0.2.15,49163,216.137.61.231,80,6,676,959,0,0,0,0,0,[],[],[],[],0
5,11.065587000,10.0.2.15,49166,95.101.252.242,80,6,1005,674,0,0,0,0,0,[],[],[],[],0
6,5.495622000,10.0.2.15,49167,23.64.15.35,80,6,228,166,0,0,0,0,0,[],[],[],[],0
7,10.756628000,10.0.2.15,49168,204.79.197.200,443,6,7430,35534,1,0,0,0ffee3ba8e615ad22535e7f771690a28,771,49195-49199-52393-52392-49196-49200-49162-49161-49171-49172-51-57-47-53-10-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-23-65281-10-11-35-16-5-13-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,29-23-24-25-0-0,0-0,0
8,8.378336000,10.0.2.15,49169,204.79.197.200,443,6,2279,8133,0,0,0,0ffee3ba8e615ad22535e7f771690a28,771,49195-49199-52393-52392-49196-49200-49162-49161-49171-49172-51-57-47-53-10-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-23-65281-10-11-35-16-5-13-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,29-23-24-25-0-0,0-0,0
9,7.248147000,10.0.2.15,49170,204.79.197.200,443,6,1170,7802,0,0,0,0ffee3ba8e615ad22535e7f771690a28,771,49195-49199-52393-52392-49196-49200-49162-49161-49171-49172-51-57-47-53-10-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-23-65281-10-11-35-16-5-13-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,29-23-24-25-0-0,0-0,0
10,6.088672000,10.0.2.15,49171,204.79.197.200,443,6,2519,8079,1,0,0,0ffee3ba8e615ad22535e7f771690a28,771,49195-49199-52393-52392-49196-49200-49162-49161-49171-49172-51-57-47-53-10-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-23-65281-10-11-35-16-5-13-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,29-23-24-25-0-0,0-0,0
11,7.085052000,10.0.2.15,49172,204.79.197.200,443,6,2263,7971,0,0,0,0ffee3ba8e615ad22535e7f771690a28,771,49195-49199-52393-52392-49196-49200-49162-49161-49171-49172-51-57-47-53-10-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-23-65281-10-11-35-16-5-13-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,29-23-24-25-0-0,0-0,0
12,5.846268000,10.0.2.15,49173,52.25.74.141,443,6,824,4397,3,0,0,0ffee3ba8e615ad22535e7f771690a28,771,49195-49199-52393-52392-49196-49200-49162-49161-49171-49172-51-57-47-53-10-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-23-65281-10-11-35-16-5-13-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,29-23-24-25-0-0,0-0,0
